title,article
"
		  【 投诉】夜啤酒占道经营，深夜噪音扰民",领导您好！安居城区经纬水岸高层“桥头小炒夜啤”自开业以来，占道经营，将桌椅摆放在门店前的公共区域。每晚顾客边喝酒边吵闹至凌晨两三点钟。声音之大，时间之久。家有莘莘学子，每晚因噪音无法休息。多次向物业反应，均告知招呼无效，且无执法权利。长此以往，身体健康如何保证，民生福祉在哪？谈何人民幸福？请领导们百忙之中管管此事，生意该做，但应在规定区域之内，请要求他们晚上店铺内经营。还百姓一个安静的休息环境！！！谢谢！！
"
		  【 咨询】成年人改名咨询",各位领导，我是巴中市巴州区居民，现已成年，前段时候想变更名字，便咨询了工作人员更改姓名的程序。由于我之前在还没有上幼儿园的时候，大概2岁的时候家里人就给我改过一次名字，现在我想再次给我自己变更名字，可是工作人员却说更改一次名字就不能再更改了。我想咨询的是，2021年民法典中说过公民可以变更名字，并没有明确规定姓名的变更次数，为什么我想再次变更名字的时候却说只能变更一次？况且我之前更改姓名的时候才2岁，根本对我自己的档案没有任何影响，现在更改姓名，为什么偏偏就要卡着这2岁什么也不懂的年龄更改一次姓名为限制啊？根据马克思主义哲学，事物具有多样性，每个事物都有他独特的情况，各位领导能考虑一下我的特别情况特别对待吗？我想继续申请变更姓名，还望各位领导能给我一些解释、指导和建议，谢谢！
"
		  【 建言】望丛天府文化产业园",19年规划设计了望丛天府文化产业园。2021年有又成了科创新城 望丛片区。旁边的房子都已经卖完了，打围也已经好几年了，请问这块空地何时才能开工？
"
		  【 咨询】农转非还有补贴吗？",您好，请问四川泸州现在户口农转非还有补贴吗？有的话补贴多少呢？
"
		  【 咨询】丽春镇对持职业农村经理人证有什么补贴政策",请问有农村职业经理人证在合作社上班，单位购买社保，有没有补贴呢？
"
		  【 投诉】塔水政府拖欠农民工工资",去年在塔水做的乡村振兴项目中的污水治理，去年已经完工，到现在都没来组织验收，一直拖欠农民工工资不付款！
"
		  【 投诉】楼下猪肉店噪声很大",楼下猪肉店超市很大， 严重影响休息，孩子读书都 没法静下心来学习。
"
		  【 咨询】咨询农村客运车是否有燃油补贴？",金通工程，乡村客运车燃油补贴那部门克扣了，请领导高度重视。农村客运，人圆少，管理不到位。油价高，难经营，国家的政策补贴本应发放入经营者账户，确被克扣？
"
		  【 建言】关于向阳镇什邡路口交通事故频发",向阳镇的向兴路和108国道交汇处为场镇和安置社区主要通道 ，人流和非机动车流较大。穿行108国道的红绿灯时间稍短；向阳作为工业镇，此段108国道上卡车较多，易发生安全事故。是否可考虑在此处架设天桥或修建下穿隧道。
"
		  【 求助】请求解决小区安全隐患",新交房的小区金沙宸宇公馆收房后发现115户型缺陷，为通风设置了天井，但是天井旁就是厨房和燃气管道及锅炉，且风速很大，外墙还设置的外保温，一旦厨房发生火灾，火就能跟风一下撺到楼顶，宛如一根烟囱，根本就来不及救援。请求政府联合住建城管消防邓部门实地考察，为民解决生命安全隐患，感谢！
"
		  【 投诉】御庭居装饰公司","御庭居装饰公司
尊敬的遂宁市政府领导
请为人民做主，御庭居装饰公司从去年成
立以来，就是一个骗局，签订不对等合同，现在收了我们的装修款准备解散公司，也不
合理解决我们的诉求，老百姓辛辛苦苦挣一
辈子的钱，好不容易贷款买的房子，借钱装
修，结果遇到不良商家，骗了装修款，现在以公司破产为由注销公司，不提供应有的装
修，也以没钱为由不退款。导致我们装修据
置，钱财被卷。我们挣钱不容易。为了娃儿读书买套房子，谁知道就遇上不良商家。找上无门，找下无果。求政府为人民做主。请政府为人民做主!!!"
"
		  【 咨询】想把丈母娘的户口迁过来，请问可以吗？",您好，我是慈云寺村村民，我和妻子结婚7年，她是山西的已经把户口迁到我存的户口名下，现在她母亲已经60岁（父亲已去世），户口在山西，老家还有个弟弟和她母亲在山西户口上，我想请问下这种情况，她母亲能迁户到我户口下吗？我和我父母一个户口本，户主是我父亲。
"
		  【 投诉】鸟叫是不是噪音？",不要觉得奇怪，是由动物引起的噪音，如果是养的狗叫是噪音，鸟叫是不是噪音？也是噪音。这是野生鸟类造成的噪音。先简单描述一下，如果解决不了，会继续详细反映。就直接说是乌鸫 [wū dōng]造成的噪音。位置位于学院中路与香园路交汇处及其附近区域。这种鸟每天下半夜就要一直叫一直叫，让人无法入睡，4点过，有时更早就开始叫，要一直叫到7点过天亮，声音大，而且一直叫没有停歇的，烦躁让人无法入睡。怎么去抓一只鸟，而且其实不止一只有好几只所以最合适的是让消防队来处理这个问题。他们之前可能也没有遇到这种问题。一个是用抓黑飞无人机的那种可以撒网的无人机来抓。另一个可以白天的时候设个陷阱笼子来抓。抓彻底，跟你讲了不止一只，有好几只。反正把这种烦人的鸟处理掉！你看现在的时间就知道有多烦了。不要跟我打电话，只看晚上有没有变安静。
"
		  【 咨询】买顶楼已赠送楼顶部分面积，可否进行搭建。",曹书记好，涪城区科大广场顶楼业主在买房时，开发商赠送了楼顶露台，而且已经做好了围墙属于个人地方，有的还建了一两间小房。问，在这个基础上再搭建一两间屋子算不算违建。其中有的顶楼业主已经完成了搭建，他们算不算违建，如果算违建，为什么一直没人管。谢谢。
"
		  【 投诉】泸州市江阳区一网络主播长期夜晚公共场所噪音扰",
"
		  【 投诉】宜宾西郊老火车站下面邮亭旁下雨内涝问题",宜宾西郊老火车站下面邮亭旁一下雨就内涝，积水很多，甚至漫过公路，造成过往车辆及行人不便，街道及社区也组织过多少抽水，可是没有解决根本问题，仍然下雨就内涝。据周边居住的群众说，是因为附近（正义街）的一个房地产开发工地（云锦）搞建设，把排水管道堵了，就一直这样了。现极端天气增多，为避免产生更大的不良后果，希市领导重视，安排相关部门及技术人员勘探、解决群众的反映。
"
		  【 咨询】剑南大道长顺路口下穿隧道什么时候动工？",从成都市公共资源交易中心官网查询，剑南大道长顺路口下穿隧道施工标已经完成招标，并公示了评标结果20天了，招标公告载明该工程计划2022年5月18日开工，现已到5月18号，现场丝毫未见开工迹象，请问领导到底什么时候开工？目前该工程对附近居民安全出行太重要了！
"
		  【 咨询】关于德阳市中江县太安镇玉华村一社水泥路的问题",尊敬的领导，您好！关于德阳市中江县玉华村一社（原光华村一社）打水泥路的事，3月9日咨询后太安镇政府回复，将于4月初进场打路，现在已经4月10号了，听老家人说目前还没有动静，只有把毛路推出来后施工队就撤场了。我们村有两个队已经在前几天打完了，其中6队和我们队几乎同时筹集的资金。他们的路已经打完了，我们的还没动静，我们年轻人在外面很少回老家，也没办法督促。村民都怕此事再次搁置。希望上级领导能尽快督促解决我们队打水泥路的事情。我们的自筹公路款已经交到了队上，我们这条路沿途人家本来就少，人均筹集资金比较高，拖得越久大家都会有意见。马上雨季就要来临了，到时候家里的老人赶场，收粮食都会有困难。村民还是希望尽快打好水泥路。感谢上级领导体恤民情，至此敬礼！
"
		  【 投诉】住宅楼内非法开设加工厂，存在消防安全隐患",蜀王大道886号合谊乐湖，9栋1-1住户房屋违建改造开办窗帘加工厂，内有多台缝纫机，住宅每天从早到晚机器轰鸣，节假日无休无止，对周围邻居
"
		  【 建言】取消城中央，成中大厦门口转盘",近十多年来，宜宾经济飞速发展，机动车快速增加，导致成中集团门口的转盘，已成为每天交通高峰期的“堵点”。转盘的最大作用在于不需红绿信号灯指挥，也能自己调剂交通，如果交通量不是很大，城市干道交会区域又不是很宽，那么建转盘就能起到很好分流交通的作用，转盘就是基于这个交通理念建起来的。可现如今，成中集团门口的转盘半径不是大，但是此处交通量却很大，那么这个转盘就会丧失自行调剂交通的能力，机动车，非机动就堵在转盘周围四面八方乱窜，存在极大的交通安全隐患。长期出现这种情况，转盘就应该拆除，设置红绿灯分流交通。请有关部门摸底调查，尽快解决
"
		  【 咨询】未拆迁证明如何办理？在哪里办理",尊敬的各位领导，您们好！我是义乌人，与巡场珙县巡场镇天池村6组44号刘文章在2005年12月15日未婚先育一女，后因二人感情破裂以分手告终。后经过法院判决女儿归我女方所有，后来女儿的户口也与2014年2月21日从珙县巡场迁入义乌，现我所处的村庄要旧改，需开具女儿未在珙县巡场镇天池村享受旧改的证明，请问需要哪些证件？到哪里开证明？
"
		  【 咨询】医保问题",请问绵阳是否有像类似“蓉惠宝”、“充惠宝”这样的保险呢？如果有多久能上线呢？感谢回复！
"
		  【 求助】买了房是否可以就近读书",你好尊敬的领导 ，由于我2018年购买了海赋长兴3期的房子，今看见旁边的3江实验小学已经装修好预计准备招生了，而我家孩子2022年11月就7岁了 也许这是很好的缘分，但那天咨询了一些地方说要户口是本地的才可以就读吗，当初说是因为学区房而买，价位那么高 ，请问是否如其他部门所说需要户口迁移等。
"
		  【 投诉】果堰路夜宵店噪音污染",武侯区果堰路两侧，一个烤鱼，一个火锅，隔三岔五的凌晨两三点，三四点，喝酒划拳娱乐，甚至吵架，有路人出言报警，还反骂，希望有相关领导调查处理一下，适当做要求，不然真的经常被吵醒，扰民极度影响休息。谢谢！
"
		  【 投诉】武侯区红牌楼某摄影机盗图充当原创作品虚假宣传",尊敬的领导您好：在此我想投诉地址为武侯区红牌楼广场乐福商场二楼的美兮摄影，该摄影机构盗用他人原创写真作品，虚假宣传，以假乱真充当自己的原创作品，借此吸引欺骗消费者付款。事情起因是因为我在小红书平台看见他们发布的摄影作品，添加了客服微信。客服描述的天花乱坠，使人信服，我预定了一套价格较为昂贵的写真，并且交付了350元的定金。之后我在小红书平台发现其摄影作品几乎都盗用他人的作品，并且疑似在最后的选片环节强迫威胁他人超额消费。近年来多地影楼为了赚取高额利润，套路消费者，使“白菜价”写真最终变为“天价”写真。而美兮摄影也是其中之一，以相同的手段坑骗消费者。我私信客服请求退款，但是他们拒不退款。希望有关部门能够追回我的定金，严惩影楼此类欺骗消费者的行为。
"
		  【 求助】无证经营驾校每年招收几百学员 获利巨大","您好，相关领导
  我和我的校友们在成都龙泉驿区一所驾校签订了合同 之后该驾校在一段时间后就相关负责人不提供培训 后经查实 该驾校无证经营 却仍然在我的学校和另一所学校（已知）找人代理招收学员 我校我那一批学员是几十个 另一所学校是每年好几百个 该无证经营驾校在另一所学校开设了一个招收学员点 专门招收学员 已经好多年了 我所知的 我和我的校友们当时也是去过 在那边进行拍照等操作 我希望有新闻记者能够追踪报道 惩治这所无证经营驾校"
"
		  【 建言】江油瑞丰远东城公交站十字路口行人红绿灯处理下",尊敬的领导您好，就是今天我发现江油瑞丰远东城公交站旁边十字路口有个行人红绿灯红灯和绿灯居然一起亮的，麻烦派相关部门过来看看处理一下，谢谢
"
		  【 投诉】在西昌青山机场内购买的空港易行存在虚假宣传",2019年我在西昌青山机场安检后等待登机时被穿着工作服的工作人员忽悠办了一张卡，说充1880的会员就赠送1120元机票代金券，当时办卡说的是只要在客服这购买机票可以分次抵机票款、第一次优惠了或者是扣除30就感觉上当了，和她实际说的完全不一样，再以后购买机票实完全没有优惠，还会更贵，当时还说全国机场VIP休息室无限期使用，实际上只有1年使用期。我一次都没享受过现在也说过期了， 投诉电话已变为空号，2022年初我要求退款，无处投诉，在网上投诉后，有人员联系，说让我等给我解决，但至今没有收到回复。还有如果不是在西昌青山机场售卖航空卡我是不会购买的，还是在安检后休息室发生的事情，我也是信任你西昌青山机场的，我是认为是你机场人员才能进入安检区售卖的，而且确实是售卖的关于航空的卡，并且都是穿着制服的。不管怎样你青山机场都是有责任的，我这实在是找不到人也找不到电话投诉，微信客服也不回复
"
		  【 咨询】新交规恢复驾照是否恢复驾龄？",新交规从4月1日起实行，本人于2014年办理了C1照，2015年增驾B2，约2019年由于不同阶段几个小违章，轻松的就12分被扣完了，从B2照降为C1照，新交规可以恢复B2照，由于前几月在绵阳实验驾校增驾了B1，并科目一己考试通过，由于本人目的是要增驾A1照，所以特资询如果我现在恢复B2驾照，能否恢复β2照驾龄？如果能恢复驾龄，那我现在就可以恢复B2照后就可以增驾A1照，就没有必要继续办理B1照，由于新交规从4月1日起实施，特资询恢复B2照后B2驾龄是从我初办计算还是从我小违章扣完12分降办C1照计算或是从恢复B2照计算驾龄？另外再资询一下恢复B2照的程序和是否还是要在驾校报名以及相关费用和程序？谢谢！
"
		  【 咨询】自然人承揽家庭普通装修业务需要申请许可吗？",自然人作为包工头承揽家庭室内普通的装饰装修业务（主要是室内刷墙、贴砖、安装柜子等），现在还需要申请许可或者备案吗？
"
		  【 咨询】请问安州区为什么没有共享单车投放？",请问安州区为什么没有共享单车的投放，后续会不会投放共享单车？出门确实不方便，打车费用太贵，公交车虽然多但是等待时间还是较长，建议还是适当投放共享单车
"
		  【 投诉】成都东站黑出租拉客住宿",成都东站附近很多黑车漫天要价，专门骗外地人。没有坐他车子就一直尾随你威胁骂你，并且出租车也有故意绕路的问题，今天坐出租同一个高架桥绕了我三圈。2022年了居然还有类似于黑社会的败类尾随辱骂我
"
		  【 投诉】涪城区丰谷镇的路灯",尊敬的领导你们好。绵阳市现在正在做绵阳市交通安全隐患大整改。请问丰谷镇的绵三路入口和耳朵路口。这两个地方不安路灯。本来这个地方就是气车多。再加上丰谷渡改桥。丰谷到绵阳。到三台往返都要必须走这两个路口。不安路灯。路口一片漆黑。行驶的气车和晚上从绵阳下班行驶的电动自行车都很危险。希望引起相关部门的重视。
"
		  【 投诉】投诉成都青羊区微创医院乱收费诱导患者消费！",今年2月底的时候我感觉下体不舒服，在网上搜索了一下，无意间就进了成都微创医院的网站，推荐我到该医院就诊，我就去检查了，医生说是因包皮过长引起的病菌感染，具体什么病医生也没有详细说，病历也没给我看（怀疑没写病历），只说需要做个环切小手术，治疗起来也很快，医生就开单子让交钱，我听到要做手术就很害怕也很重视，首次治疗就花了两千多，完了主治医生跟我说要每天早上去治疗，治疗效果才能更好，同时治疗期间不能间断，要把病根拔除，不然还会复发，我很害怕，每天早上就去治疗，每次治疗都花费我近2000元，连续四天后，已经花了我1万，我看电脑上的显示结果（说电脑上红色的线就是病菌，要治疗成一条直线才算好），跟之前的差不了多少，我就决定晚上去了，结果医生还很不满意，因为我耽误她下班了，我又问了大概还要治疗多久，医生态度遮遮掩掩，给我说不确定，要看个人体质情况而定，跟开始检查时说的又不一样，我说我没有钱了，结果医生说找朋友借，或者刷花呗，我感染的病菌不彻底消除的话，对以后会有很大的影响，还说给我换个高频率的机器做治疗，可以一次性把病菌清理干净，我就找朋友借了近1万，又治疗了2次，总共花费了1万8千多元，期间主治医生询问了我的职业还有收入，还加了我的微信，提醒我去治疗，但是我实在没钱了，准备找家人帮忙，在家人的询问和提醒下，我才反应过我被这家医院坑了。后面我就没去治疗了，主治医生还发微信把我说了一顿，上个月我在网上看到有男同胞和我一样的遭遇，也是被同样的套路给坑了，我越想越气，况且因为这个我还有近1万的债没有还，因此我选择曝光成都微创医院，希望有关部门能够帮助我维护自己的合法权益。首先，这家医院夸大患者病情，利用患者对病情的恐惧心理，无条件相信医院的治疗方案，诱导患者消费，没钱就让找朋友借，刷花呗这种行为也是诱导消费，如果不是他人提醒，医院会让我一直持续治疗。还询问我的工作收入情况，就是想知道我的消费能力。其次，这家医院存在诈骗，乱收费行为，对病症诊治方案前后说法不一致，开始检查说只需要做小手术再治疗，后面又说需要持续治疗，否则影响以后的生育等等。每次治疗都需要做直肠灌注，微米光治疗，磁场消融治疗等这几项，每次都是近2000元，谁能承受如此高的治疗费用？还需要每天治疗？以上，就是我对成都微创医院的大致投诉内容，希望有关部门能看到我的诉求，维护我的合法权益，避免更多男同胞上当受骗，谢谢！
"
		  【 投诉】西郡英华二期南门外篮球场晚上太吵扰民",领导好！我是红光镇西郡英华二期的住户，南门外公园里的篮球场经常性的晚上10点后甚至半夜还有打篮球的声音，非常吵影响睡眠！感觉没有人管理，篮球场的铁丝网破破烂烂的也影响市容市貌，最好是加上锁，晚上超过一定时间就锁好。严禁半夜三更的打篮球扰民！感谢
"
		  【 投诉】投诉：明信仕林悦府车位购买发票开错不给重开",2020年8月买的车位后，开发商一直未通知我拿发票和合同，今年收车位后我去找物业要发票和合同，合同她们没找到说是给我上报处理，发现发票上面填的购买人地址和电话都是错的，填的别人的信息。我要求财务重开，财务却拒绝重开，你们这个财务开发票这么严谨的事都能开错，开发票都不仔细检查吗？开错了凭啥不给我重开？以后我用发票因为这个票的问题用不了谁来负责？
"
		  【 投诉】规范停车",领导好！我投诉事件是，松涛镇五显村安置房二期城市道路什么时候能管理起来规范停车问题，现在的问题是道路上每天都是大型运输车辆乱停乱放，不仅是乱停乱放，关键是扰民，每天早晚都是噪音污染，无法给市民一个安静的休息时间，很是烦心，请领导们研究尽快规范停车，在此表示万分感谢！
"
		  【 投诉】小区内哈罗单车随意骑进来 严重占用了停车区 ",公共停车区大量的哈罗单车共享单车 骑进来门卫也不管 院委会也不管 请问如何处理 让普通住户的没有地方停车了 已经塞得满满的了 听说骑车的是几个老赖皮 希望尽快得到处理
"
		  【 投诉】酒吧超范围经营KTV，深夜噪音扰民",金华镇子昂路106号缪斯酒吧，长期深夜允许客人在店内K歌，且店内无有效的隔音设施，严重影响周围居民休息，且相关部门早已经给出处理，但还是没有改变，希望领导关心一下民生问题
"
		  【 投诉】建渣违规堆放",成都市锦江区楠丰路新希望锦官府小区背后存在违规堆放建渣、建材的情况。2022年4月28日，发现小区后围墙外堆放大量建渣，推测应为小区右侧综合体施工堆放，后续该施工队不仅未清理，仅盖上一层防尘膜便草草了事。2022年5月6日，该施工队同时开始堆放建材。原本该处设计为小区停车场入口，我们已与物业协商后续将建一条便道。
"
		  【 投诉】小东街夜市水果摊乱象",小东街夜市水果摊直接摊位货车占人行道和半边街道，人寿保险对面的一排水果摊位私自占用共享单车绑竹竿吊灯，还经常和其他水果摊主以及正常停车位停车的人发生纠纷，今天更是他们一群人一起去打另一位摊主掀别人摊。大街上追打引起群众恐慌，影响实在恶劣。
"
		  【 咨询】超龄未就读小学证明",
"
		  【 求助】我妈购买保健品金额巨大，请求政府帮助！",各位领导：您们好！我母亲从2019年10月至2021年11月两年间从银行共取款313257元，她说除了吃饭就把钱拿去买保健品了，买保健品的门店叫上医堂健康馆，地址四川省南充市顺庆区长征路184号附5号，上医堂没有给她们提供购买凭据，现在家里有150多个未开封的品种，其中有很多三无产品和假冒产品，我要求上医堂退还货款，他说我妈在十几家门店买的。第一次我投诉上医堂到税务部门，上医堂书面说明我妈没在他那里购买过。第二次我投诉上医堂到12366，上医堂书面说明我妈买了六千多。第三次我投诉上医堂到四川12315，上医堂书面说明我妈买了一万多，同时周定明也书面证明我妈买了一万多。周**是我妈一个认识的人，每次和我妈一起取款，说我妈有老年痴呆症，保健品可以医这个病，还叫我妈和我们断绝关系（有录音），在我妈这里还有欠条，请问这样的人可以做证人吗？2021年5月我把我妈的电话藏了，就有人给我妈提供了一个电话——155****7455，这个号码不是她名下的，我也没有能力查到这个电话是谁的。综上所述，请求政府帮助，退还我妈货款。此致敬礼！
"
		  【 投诉】乡村公路为何不硬化",马鞍乡石桥村三队至一队至二队土公路已修了很多年，一直未硬化，下雨天几队的百姓出行很不方便。听说以前有指标修建，因为某些干部的原因一直拖至今未硬化，这两天说要硬化公路，只修主路不到家，还要群众出一半的钱，请问这合理吗？人家乐至以前那么穷的县，现在村村家家都是硬化公路，全是政府出资修建的！而且我们村有的硬化公路为什么群众不用筹资，到我们这里就要筹资了？一家动不动就是一万左右？！
"
		  【 建言】农村女教师评职称",农村教师工作满30年评副高不受名额限制，可女教师退休年龄比男教师早5年，如果参加工作晚，到退休年龄教龄都不足30年，就享受不到长期在农村从教的优惠政策。优惠政策能否男女有别？女教师在农村工作满20或25年？
"
		  【 投诉】简阳城区沱江河石桥电站禁鱼期非法垂钓",简阳滨江路沱江河流域，3到7月本是鱼儿的产卵期，国家的禁鱼期，但是这段时间在石桥电站不管是石桥这边还是新区那边每天至少不低于30个钓鱼的，每天至少钓几百尾鳜鱼苗，好不容易看着城区的鱼类资源好一点了，这些人就干这些事，不管大小通通带走，简阳的鱼政部门有没有管理，到现在已经有2个星期时间了，一般早上6.7点，和晚上4.5.6点人最多，电站周围水流那么大，也有一定的危险性。希望有关部门处理此事，让大家一起保护我们沱江的生态环境。
"
		  【 投诉】泸州市中医院，院内业主停车问题",尊敬的领导您好，我只是想争取我自已的一点点权益，特向您问一个问题，泸州市中医院，院内住房业主在本院内停车问题，在院内上班或者有在院内上班的家属可以在医院里免费停车，而院内住房业主因为没有人在医院上班停车需要按照小时收费交钱，否则不能停车，没有小区没有停车的地方，生活在这就没有自己的权利了吗？望给予我们老百姓一点生活方便上的帮助，企盼
"
		  【 咨询】遂宁市会龙镇为啥子首次购房没得补贴",会龙镇这两年一会转到高新区，一会转为安居区，既然现在又划为安居区，安居首次购房有优惠政策，为啥子会龙镇就没得啊？
"
		  【 建言】[交通 信建] 绵竹市 新市至二环路段 ",各位领导您好，绵竹新市至二环路，道路狭窄，货车多，也没有路灯，早晚高峰期堵车，容易发生交通事故。这条路会改建吗？希望领导重视。
"
		  【 建言】郫彭路与沙西路交叉路口建议增设左转待转区",郫彭路与沙西路交叉路口早晚上下班时间交通拥堵，建议三道堰方向往唐昌方问增设一条左转待转道，由于彭州方向往团结方向车流量大建议增设两条左转待转道，缓解早晚高峰及节假日交通拥堵。
"
		  【 投诉】垃圾清运车凌晨三点四点工作严重影响睡眠",崇州羊马镇永和南苑小区的垃圾堆放点离生活区就几几米远，垃圾清运车半夜三四点工作噪音太大，已经严重影响睡眠，家里小孩被吵醒，大哭。反应多次没有结果，希望能把垃圾堆放点换个位置。都说为老百姓服务让老百姓过上好日子，就这样还怎么过。垃圾清运也辛苦，但是不能影响他人生活吧
"
		  【 投诉】时光里返租公寓欠租",尊敬的领导：你好，我是泸州佳乐世纪城时光里返租公寓业主，公寓方于2021.10月至今欠租，我已向多方求租，均未得到正面回应，但公寓依旧在正常运行，公寓方态度极差，一直不给正面回应返租欠租，打电话不接，佳乐也是一直推卸，作为小市民，一点点钱看着就血本无归，特此求助于政府领导！
"
		  【 求助】虹桥路公交站台改造后还是遗留下以前的老毛病",虹桥路两边的建筑都是20年以上的老建筑，门市的高度和宽度都不能和现在的房子比，既然是改造就该往好的地方改。现在站台还是延用20年前的设计，对附近门市遮挡达70%以上两边的人行道本来就不宽。为何不用同太和大道改造后的站台类似的设计？这个问题我春节前就反应过当时打着围还在施工，有相关工作人员联系过我说的采用的镂空设计对附近门市没影响，等施工围栏取了再来现场看效果。直到现在也没实际的解决。
"
		  【 投诉】攀枝花5路车路牌标示不清楚",下午2点40在渡口火车站等5路车过江，等了半个小时都不来，给攀枝花公交公司打电话工作人员告知说现在没有5路车，属于是定班车，既然是这样为什么不在公交站牌上标清楚呢？难道公交公司默认每个人都知道公交的发车安排吗？攀枝花就没有农村来的，没有外地来的游客吗？在公交站牌上多写几个字就这么难吗？并且我在花城智慧公交app上查路线给出的结果也是坐5路车，app上也不能写清楚发车时刻吗？一般城市里面个位数的公交线路都属于是那种10分钟发一趟的常规路线吗？为什么5路车要弄成什么定班车，还不写清楚，就只写个首末班车时间6:28-21:28
"
		  【 求助】关于龙泉驿区中铁国际城个人充电桩安装",尊敬的领导你好，我是龙泉驿区中国铁建国际城的业主。最近我购买了新能源汽车车，想在自己的车位上安装充电桩。但是物业以楼盘建设初期未考虑充电桩电容量需求担心安全隐患为由，不愿意在“车位及允许证明”上盖章，告知我必须从我家所在楼层拉线到地下车位才可以，但是就是不能给我盖章，不能新开电表。从我家楼层到车位位置，我咨询物业需要超过200米的电缆线。我想咨询一下，这种办法合理吗？如果真是电容量不够为什么从自己电表箱接线出来就可以安装，这样超长距离的走线就没有安全隐患吗？如果真的是电容量不够能不能考虑给小区增容呢？必定新能源汽车是趋势，国家也是大力支持的。谢谢领导。
"
		  【 建言】绵竹市金山街延伸段乱停乱放阻塞交通",绵竹市金山街延伸段在龙岭华府三期和城市佳苑安置小区交工后，因装修车辆过多并乱停乱放，已经将原本的四车道已经停了三排车辆，后期肯定会严重影响交通和市民出行，建议规划适当的停车位并对停在道路双实线、人行道路面上的车辆进行整治。
"
		  【 建言】濛阳到新都没有直达公交",从濛阳到新都没有直达的公交车，出行很不方便，目前还停留在依靠城际大巴车出行的时代，成德都要一体化了，濛新段的公交系统还是空白的，实在不利于出行，希望在s11开通前也能开通几班公交车。
"
		  【 咨询】灵活就业人员医疗保险无法缴纳",辞后申请了灵活就业人员参保，灵活就业人员养老保险已成功缴纳，缴纳灵活就业人员医疗保险失败。缴保档次只有1档(缴费基数为4968.0，选择后弹出:该灵活就业人员依赖险种的预处理信息未同时存在。希望能帮忙处理，谢谢!
"
		  【 投诉】天府新区万科公园都会地下室存在公共安全隐患",万科公园都会地下室自交房以来（2021年6月以来），地下室渗水不断，底板开裂。目前开发商整改照片如附件所示，涉嫌野蛮施工，影响公共安全。开发商的整改方案是否通过合法流程审批评审？整改方案是否有效？请相关部门介入调查。
"
		  【 投诉】青羊区清溪雅筑小区物业",成都市机动车非占道停放服务收费管理实施细则》《政府定价机动车非占道停车场停放服务收费标准》中的相关规定，三、按照《政府定价机动车非占道停车场停放服务收费标准》相关规定，一环路外普通露天停车场，临停时2元4小时，超过四小时的，每两小时一元，包月的1.8排量以下的，50一个月。小区物业的收费标准不合理、不合法，请市场监督局、市物价局、市公安局、市住建局严厉查处小区物业的这种不法行为。四、请物业退还所有按照临时停放标准的业主停车费，物业能力不行赶紧走人。五、小区消防通道每天都被占用，小区物业不作为，只在地面写上“消防通道严禁占用”，不规范管理小区停车，晚上还是让车子往小区进，眼睛都瞎呀，请市应急局督促整改。
"
		  【 投诉】中梁西溪首府欺骗消费者，拒不整改，违规交房",中梁西溪首府，尚古西溪黑心开发商。住建局包庇开发商，普通人看一眼都全是问题的小区，住建局给通过验收。在广安8 90万的房子这个水平开发商你也拿得出手。这绿化，这小区公共区域你好意思拿出来？小区用的地砖还不如大街上的，甚至不如安置房小区的。浓浓的劣质廉价感。小区没有排水，下水道井盖都是假的，底下洞口都没有，下雨天成湖。所有问题开放商拒不整改。去看看广安同价位的小区，华珂水景城，紫云府，蓝湖郡，九塘城，天立澜悦府，西溪合院，还有东南片区那边的小区，哪个不比中梁西溪首府强？这个破小区就是广安高档小区的一坨屎，人家小区问题都要整改，这个开发商是拒不整改，开口闭口就是这个设计图没得，要不就是都是按设计图施工，你效果图就不是设计图？你宣传的东西都是没设计的是吧？宣传的观光电梯也没得，绿化也差的没有底线。死的死，倒的倒，秃的秃。还不如乡下的杂草。而且还违规交房。请问这么垃圾的小区，问题这么多的房子住建局是怎么通过验收的？请政府的领导明查。
"
		  【 投诉】渠县月季苑34、35单元安电梯乱规划",月季苑34、35单元安装电梯的公司与相关有利益链的人以自己为红线，拟规划电梯横着安（月季苑其它单元都是安在自己的楼道口丿，本来狭窄的楼间，又横着来安一长排电梯，严重影响了对面楼栋的隐私和采光，我们楼栋表示坚决反对，坚决阻止这次侵害行为，我们已向相关部门提交了口头或材料申诉，至今没和我们沟通，安电梯本是一种惠民政策，我们是大力支持的，只不过不要顾自己利益最大化，来伤害他人。望相关职能部门在审批时多听群众呼声，化解群众矛盾。
"
		  【 投诉】工业大道噪音",团结新区附近的工业大道东段的噪音真的太大了，晚上还有小车和货车按喇叭，每天白天早上大货车喇叭一顿乱按，本来货车的喇叭声就很大。路面坑洼不平，导致大货车过路抖动发出噪音，水泥路面导致车辆行驶过程中产生巨大噪音，请问一下这种噪音现象什么时候能改善？工业大道啥时候能够好生改造一下？工业大道什么时候能够实行限货政策？实在是受不了噪音才来麻烦领导，希望领导们也来这边感受一下，小区晚上挨着工业大道的户型都不敢开窗睡觉，必须把屋内的窗子关完才会好一点，但是睡觉的时候都还是听得到车跑的声音，实在太吵了。
"
		  【 咨询】禁钓咨询",路亚是否属于禁钓渔具，根据规定：
